config,model,id,source,correct,steps,tool_calls,tools,cost,seconds,answer,gold
без инструментов,gpt-4o-mini,fresh-41,fresh,False,1,0,,4.3499999999974115e-05,2.9,Data unavailable.,Thirty thousand people
без инструментов,gpt-4o-mini,fresh-42,fresh,False,1,0,,4.049999999999887e-05,3.8,"I'm sorry, but I cannot provide information from the future ",Prime Minister Narendra Modi
без инструментов,gpt-4o-mini,fresh-43,fresh,False,1,0,,3.825000000001744e-05,124.8,"I'm sorry, but I cannot provide information on events or ind",Zohran Mamdani
без инструментов,gpt-4o-mini,fresh-44,fresh,False,1,0,,5.250000000001087e-05,3.7,Data not available.,LHS 1140 b
без инструментов,gpt-4o-mini,fresh-45,fresh,False,1,0,,4.8600000000009747e-05,4.0,Unknown,F-16 Fighting Falcon
без инструментов,gpt-4o-mini,fresh-46,fresh,False,1,0,,3.6599999999997745e-05,2.6,I'm unable to provide information on events that occurred af,five
без инструментов,gpt-4o-mini,fresh-47,fresh,False,1,0,,5.355000000001331e-05,3.4,Неизвестно.,Education Minister
без инструментов,gpt-4o-mini,fresh-48,fresh,False,1,0,,3.599999999998049e-05,6.7,"I'm sorry, but I don't have information on events that occur",Mykhailo Fedorov
без инструментов,gpt-4o-mini,fresh-49,fresh,False,1,0,,3.779999999997674e-05,4.2,Information unavailable.,life imprisonment
без инструментов,gpt-4o-mini,fresh-50,fresh,False,1,0,,6.060000000002175e-05,3.4,Нет информации.,"802,500 lira"
без инструментов,gpt-4o-mini,fresh-51,fresh,False,1,0,,3.989999999998162e-05,5.4,Unknown,Bruno Foucher
без инструментов,gpt-4o-mini,fresh-52,fresh,False,1,0,,3.105000000003244e-05,3.8,N/A,5.2
без инструментов,gpt-4o-mini,fresh-53,fresh,False,1,0,,5.099999999996774e-05,4.4,No current information available.,Tonya McBride Robles
без инструментов,gpt-4o-mini,fresh-54,fresh,False,1,0,,4.170000000003338e-05,4.9,"I'm sorry, but I do not have access to real-time data or inf",80
без инструментов,gpt-4o-mini,fresh-55,fresh,False,1,0,,5.114999999999981e-05,6.5,Unable to provide information.,two
без инструментов,gpt-4o-mini,fresh-56,fresh,False,1,0,,5.325000000000468e-05,2.8,Data not available.,3%
без инструментов,gpt-4o-mini,fresh-57,fresh,False,1,0,,3.9149999999987806e-05,2.3,Information not available.,Yoon Suk Yeol
без инструментов,gpt-4o-mini,fresh-58,fresh,False,1,0,,3.3899999999975616e-05,3.8,BYD,BYD Auto
без инструментов,gpt-4o-mini,fresh-59,fresh,False,1,0,,4.049999999999887e-05,2.9,J. M. D. A. Calzada,Carson Ting
без инструментов,gpt-4o-mini,fresh-60,fresh,False,1,0,,4.1100000000016124e-05,2.6,Unknown.,209
без инструментов,gpt-4o-mini,fresh-61,fresh,False,1,0,,3.690000000000637e-05,1.8,I don't have information on events that occurred after Octob,Fourteen
без инструментов,gpt-4o-mini,fresh-62,fresh,False,1,0,,3.6449999999965677e-05,4.7,Unknown.,13 years
без инструментов,gpt-4o-mini,fresh-63,fresh,False,1,0,,3.975000000000506e-05,2.7,Unknown,Two
без инструментов,gpt-4o-mini,fresh-64,fresh,False,1,0,,4.305000000004444e-05,4.3,Недоступно.,mayor of Lutsk
без инструментов,gpt-4o-mini,fresh-65,fresh,False,1,0,,3.854999999997055e-05,3.8,I'm unable to provide information about events or facts that,16
без инструментов,gpt-4o-mini,fresh-66,fresh,False,1,0,,3.465000000002494e-05,3.3,I'm unable to provide information on events that occurred af,at least six
без инструментов,gpt-4o-mini,fresh-67,fresh,False,1,0,,5.849999999996136e-05,123.0,Неизвестно,Liam Nassereddine
без инструментов,gpt-4o-mini,fresh-68,fresh,False,1,0,,3.900000000001125e-05,2.8,I cannot provide information on events or announcements that,Mark Carney
без инструментов,gpt-4o-mini,fresh-69,fresh,False,1,0,,2.669999999999062e-05,1.4,London,Leipzig
без инструментов,gpt-4o-mini,fresh-70,fresh,False,1,0,,3.690000000000637e-05,2.4,Airrail service,night train service
без инструментов,gpt-4o-mini,fresh-71,fresh,False,1,0,,4.995000000002081e-05,1.5,Unknown,Nikita Solovyov
без инструментов,gpt-4o-mini,fresh-72,fresh,False,1,0,,4.290000000001237e-05,2.1,Unknown,Dharmendra Pradhan
без инструментов,gpt-4o-mini,fresh-73,fresh,False,1,0,,5.069999999995911e-05,2.8,Unknown.,Han Hak-ja
без инструментов,gpt-4o-mini,fresh-74,fresh,False,1,0,,4.470000000000862e-05,9.2,N/A,Daniel Ortega
без инструментов,gpt-4o-mini,fresh-75,fresh,False,1,0,,5.159999999998499e-05,2.7,Н/A,Novokuznetsk
без инструментов,gpt-4o-mini,fresh-76,fresh,False,1,0,,3.795000000000881e-05,2.2,N/A,life imprisonment
без инструментов,gpt-4o-mini,fresh-77,fresh,False,1,0,,4.8600000000009747e-05,10.7,N/A,Carlos Vila Nova
без инструментов,gpt-4o-mini,fresh-78,fresh,False,1,0,,5.624999999997993e-05,3.4,Unable to provide information.,13.2 months
без инструментов,gpt-4o-mini,fresh-79,fresh,False,1,0,,5.7450000000014434e-05,1.6,Data not available.,three
без инструментов,gpt-4o-mini,fresh-80,fresh,False,1,0,,4.935000000000356e-05,2.2,I'm unable to provide information on events occurring after ,"UGC Equity Regulations, 2026"
без инструментов,gpt-4o-mini,fresh-81,fresh,False,1,0,,4.7100000000022124e-05,2.0,Future data unavailable.,8.15m
без инструментов,gpt-4o-mini,fresh-82,fresh,False,1,0,,5.084999999999118e-05,1.3,Information not available.,28 people
без инструментов,gpt-4o-mini,fresh-83,fresh,False,1,0,,4.064999999997543e-05,1.5,информация недоступна.,improvised explosive device
без инструментов,gpt-4o-mini,fresh-84,fresh,False,1,0,,5.009999999999737e-05,1.6,Unknown,eight games
без инструментов,gpt-4o-mini,fresh-85,fresh,False,1,0,,4.470000000000862e-05,1.6,I'm unable to provide information on events or records that ,38 °C
без инструментов,gpt-4o-mini,fresh-86,fresh,False,1,0,,5.610000000000337e-05,1.6,N/A,£30.4bn
без инструментов,gpt-4o-mini,fresh-87,fresh,False,1,0,,3.449999999999287e-05,2.3,Dina Boluarte,José Jerí
без инструментов,gpt-4o-mini,fresh-88,fresh,False,1,0,,4.4399999999999995e-05,5.3,"I'm unable to provide information from the future, including","Henoko, Okinawa Prefecture"
без инструментов,gpt-4o-mini,fresh-89,fresh,False,1,0,,3.6000000000036e-05,1.4,Scott Smith,Doug Armstrong
без инструментов,gpt-4o-mini,fresh-90,fresh,False,1,0,,4.244999999997168e-05,1.5,Office for National Statistics,Imperial College London
без инструментов,gpt-4o-mini,fresh-91,fresh,False,1,0,,5.759999999999099e-05,3.0,Information not available.,"₹25,863 crore"
без инструментов,gpt-4o-mini,fresh-92,fresh,True,1,0,,2.085000000001669e-05,2.4,Rubén Rocha Moya,Rubén Rocha Moya
без инструментов,gpt-4o-mini,fresh-93,fresh,False,1,0,,2.6100000000028878e-05,1.1,Unknown,Spain
без инструментов,gpt-4o-mini,fresh-94,fresh,False,1,0,,3.209999999997937e-05,6.3,N/A,11th
без инструментов,gpt-4o-mini,fresh-95,fresh,False,1,0,,4.049999999999887e-05,1.4,Not yet held,India
без инструментов,gpt-4o-mini,fresh-96,fresh,True,1,0,,3.195000000000281e-05,1.1,"Istanbul, Turkey",Istanbul
без инструментов,gpt-4o-mini,fresh-97,fresh,True,1,0,,3.615000000001256e-05,5.6,"Citizens Bank Park, Philadelphia, Pennsylvania",Citizens Bank Park
без инструментов,gpt-4o-mini,fresh-98,fresh,False,1,0,,5.699999999997374e-05,2.9,No such document exists.,Islamabad Memorandum
без инструментов,gpt-4o-mini,fresh-99,fresh,False,1,0,,4.935000000000356e-05,2.0,Unknown,Elon Musk
без инструментов,gpt-4o-mini,fresh-100,fresh,False,1,0,,6.299999999997974e-05,1.7,Неизвестно,"252,756 miles"
без инструментов,gpt-4o-mini,fresh-101,fresh,False,1,0,,4.9650000000012184e-05,1.9,Not applicable.,10-day
без инструментов,gpt-4o-mini,fresh-102,fresh,False,1,0,,4.1850000000009935e-05,4.5,Unknown.,Oleksandr Dovhach
без инструментов,gpt-4o-mini,fresh-103,fresh,False,1,0,,3.090000000000037e-05,1.1,No one replaced José Jerí as president of Peru in February 2,José María Balcázar
без инструментов,gpt-4o-mini,fresh-104,fresh,False,1,0,,3.629999999998912e-05,3.2,15,21
без инструментов,gpt-4o-mini,fresh-105,fresh,False,1,0,,6.060000000002175e-05,9.0,Unable to provide future data.,¥60–120
без инструментов,gpt-4o-mini,fresh-106,fresh,False,1,0,,3.539999999996324e-05,2.0,Terminal 3,GRU Airport People Mover
без инструментов,gpt-4o-mini,fresh-107,fresh,False,1,0,,3.090000000000037e-05,1.1,presidential election,2026 Beninese parliamentary election
без инструментов,gpt-4o-mini,fresh-108,fresh,False,1,0,,4.6050000000019686e-05,1.9,"I'm unable to provide information about future events, inclu",Michaelmas Island
без инструментов,gpt-4o-mini,fresh-109,fresh,False,1,0,,4.935000000000356e-05,6.1,Невозможно предоставить информацию.,conspiracy to commit arson
без инструментов,gpt-4o-mini,fresh-110,fresh,False,1,0,,3.944999999999643e-05,1.5,информация недоступна.,Clay Fuller
без инструментов,gpt-4o-mini,fresh-111,fresh,False,1,0,,3.615000000001256e-05,122.6,leader of the Labour Party,prime minister
без инструментов,gpt-4o-mini,fresh-112,fresh,False,1,0,,4.500000000001725e-05,2.3,Mars Sample Return mission,SMILE
без инструментов,gpt-4o-mini,fresh-113,fresh,False,1,0,,3.2999999999949736e-05,1.7,I cannot provide information about events or announcements t,850
без инструментов,gpt-4o-mini,fresh-114,fresh,False,1,0,,5.355000000001331e-05,10.2,I don't have access to any events or developments that occur,Urgent Care Centre
без инструментов,gpt-4o-mini,fresh-115,fresh,False,1,0,,4.904999999999493e-05,2.3,Неподходящие данные.,66
без инструментов,gpt-4o-mini,fresh-116,fresh,False,1,0,,4.9200000000027e-05,3.0,Pebble Beach Golf Links,Nelly Korda
без инструментов,gpt-4o-mini,fresh-117,fresh,False,1,0,,3.269999999999662e-05,2.2,Nanjing Metro Line 10,Line S2
без инструментов,gpt-4o-mini,fresh-118,fresh,False,1,0,,5.535000000000956e-05,1.9,Н/A,Antonello da Messina
без инструментов,gpt-4o-mini,fresh-119,fresh,False,1,0,,5.264999999998743e-05,2.7,Невозможно ответить.,Baku and Tbilisi
без инструментов,gpt-4o-mini,fresh-120,fresh,False,1,0,,4.155000000000131e-05,2.0,enforcement of sanctions against illegal oil trade.,Operation Southern Spear
без инструментов,gpt-4o-mini,fresh-121,fresh,False,1,0,,3.870000000000262e-05,1.7,"Извините, но я не могу предоставить информацию о событиях, п",5.6
без инструментов,gpt-4o-mini,fresh-122,fresh,False,1,0,,3.464999999996943e-05,5.1,Andrew Constance,Angus Taylor
без инструментов,gpt-4o-mini,fresh-123,fresh,False,1,0,,3.555000000005082e-05,1.8,Невозможно ответить.,Burkina Faso
без инструментов,gpt-4o-mini,fresh-124,fresh,False,1,0,,3.43499999999608e-05,2.7,I'm unable to provide information about events that occurred,Kehl
без инструментов,gpt-4o-mini,fresh-125,fresh,False,1,0,,4.9650000000012184e-05,1.6,N/A,ten-fold
без инструментов,gpt-4o-mini,fresh-126,fresh,False,1,0,,4.290000000001237e-05,2.3,Unknown,Rohith Krishna
без инструментов,gpt-4o-mini,fresh-127,fresh,False,1,0,,3.5850000000003934e-05,1.8,I can't access articles published after my last update in Oc,five
без инструментов,gpt-4o-mini,fresh-128,fresh,False,1,0,,5.1299999999976365e-05,2.7,Mg2+-dependent phosphotriesterase,ZETA_1
без инструментов,gpt-4o-mini,fresh-129,fresh,False,1,0,,4.245000000002719e-05,3.2,"I'm sorry, but I cannot provide information from after Octob",Oak HC/FT and General Catalyst
без инструментов,gpt-4o-mini,fresh-130,fresh,False,1,0,,3.5699999999971865e-05,2.8,FoldingAmerica,Proteina-Complexa
без инструментов,gpt-4o-mini,fresh-131,fresh,False,1,0,,6.060000000002175e-05,1.9,N/A,1.7 million
без инструментов,gpt-4o-mini,fresh-132,fresh,False,1,0,,5.684999999999718e-05,2.8,77,16%
без инструментов,gpt-4o-mini,fresh-133,fresh,False,1,0,,3.4800000000001496e-05,1.3,"June 15, 2023",20 January 2025
без инструментов,gpt-4o-mini,fresh-134,fresh,False,1,0,,3.6599999999997745e-05,2.3,Unknown,139
без инструментов,gpt-4o-mini,fresh-135,fresh,False,1,0,,4.2600000000003746e-05,2.9,Нет данных.,Петросян
без инструментов,gpt-4o-mini,fresh-136,fresh,False,1,0,,3.539999999996324e-05,1.6,"I'm sorry, but I cannot provide information about events tha",Saint Petersburg State University
без инструментов,gpt-4o-mini,fresh-137,fresh,False,1,0,,3.705000000003844e-05,2.9,Not launched.,"August 7, 2025"
без инструментов,gpt-4o-mini,fresh-138,fresh,False,1,0,,4.5299999999970364e-05,1.9,N/A,"Charles H. Bennett, Gilles Brassard"
без инструментов,gpt-4o-mini,fresh-139,fresh,False,1,0,,3.3150000000037316e-05,2.1,Unknown,DeepSeek-Prover-V2-671B
без инструментов,gpt-4o-mini,fresh-140,fresh,False,1,0,,4.0649999999864406e-05,1.6,Spider-Man: No Way Home,"Crouching Tiger, Hidden Dragon"
без инструментов,gpt-4o-mini,fresh-141,fresh,False,1,0,,4.799999999999249e-05,1.7,23.2 million,$70 million
без инструментов,gpt-4o-mini,fresh-142,fresh,False,1,0,,4.1699999999977866e-05,2.9,Not available.,My Hero Academia
без инструментов,gpt-4o-mini,fresh-143,fresh,False,1,0,,4.9499999999980115e-05,1.3,N/A,$18 million
без инструментов,gpt-4o-mini,fresh-144,fresh,False,1,0,,4.6200000000051755e-05,3.8,78,72
без инструментов,gpt-4o-mini,fresh-145,fresh,False,1,0,,5.2049999999970176e-05,123.9,Tatsuya Nagamine is alive.,"August 20, 2025"
без инструментов,gpt-4o-mini,fresh-146,fresh,False,1,0,,3.704999999998293e-05,1.6,No official date announced.,"March 10, 2026"
без инструментов,gpt-4o-mini,fresh-147,fresh,True,1,0,,3.374999999999906e-05,1.2,Studio Ghibli,Studio Ghibli
без инструментов,gpt-4o-mini,fresh-148,fresh,False,1,0,,3.540000000001875e-05,1.4,Mediolanum Forum,Milano Ice Skating Arena
без инструментов,gpt-4o-mini,fresh-149,fresh,False,1,0,,3.809999999998537e-05,1.3,1,two
без инструментов,gpt-4o-mini,fresh-150,fresh,False,1,0,,3.255000000002006e-05,2.4,Osaka,Nagoya
без инструментов,gpt-4o-mini,fresh-151,fresh,False,1,0,,5.8200000000008245e-05,1.6,Неизвестно.,238.28
без инструментов,gpt-4o-mini,fresh-152,fresh,False,1,0,,4.0050000000013686e-05,1.3,Not available yet,Mone Chiba
без инструментов,gpt-4o-mini,fresh-153,fresh,False,1,0,,4.559999999997899e-05,2.6,Вопрос не имеет ответа.,тулуп
без инструментов,gpt-4o-mini,fresh-154,fresh,False,1,0,,4.8749999999986304e-05,2.9,I'm unable to provide details about events or scores that ha,146.70
поиск,gpt-4o-mini,fresh-0,fresh,False,8,7,web_search,0.0014537999999999999,29.3,Unknown,15 March
поиск,gpt-4o-mini,fresh-1,fresh,True,5,4,web_search,0.00041069999999999995,145.6,22 March 2026,22 March
поиск,gpt-4o-mini,fresh-2,fresh,False,2,1,web_search,0.00017820000000012826,4.9,Иран и Соединенные Штаты,Miguel Díaz-Canel
поиск,gpt-4o-mini,fresh-3,fresh,False,8,7,web_search,0.001118700000000028,22.8,Информация недоступна.,a strategic partnership agreement
поиск,gpt-4o-mini,fresh-4,fresh,False,8,7,web_search,0.0010332000000000119,42.7,Неизвестно,A total fire ban
поиск,gpt-4o-mini,fresh-5,fresh,True,2,1,web_search,8.444999999995817e-05,3.6,2,two people
поиск,gpt-4o-mini,fresh-6,fresh,False,2,1,web_search,0.00012149999999999661,4.3,519,"4,500"
поиск,gpt-4o-mini,fresh-7,fresh,False,8,7,web_search,0.0016915500000000416,34.1,неизвестно.,Deniz Göktaş
поиск,gpt-4o-mini,fresh-8,fresh,True,8,7,web_search,0.0009151499999999757,45.7,Pavel Durov,Pavel Durov
поиск,gpt-4o-mini,fresh-9,fresh,True,2,1,web_search,9.330000000001837e-05,4.0,"New Delhi, India",New Delhi
поиск,gpt-4o-mini,fresh-10,fresh,False,8,7,web_search,0.0008218500000000128,39.4,Неизвестно.,Twelve
поиск,gpt-4o-mini,fresh-11,fresh,False,6,5,web_search,0.0004397999999999902,138.6,Not available,Helter Skelter
поиск,gpt-4o-mini,fresh-12,fresh,False,5,4,web_search,0.0006118499999999694,39.0,Data not found,"700,000"
поиск,gpt-4o-mini,fresh-13,fresh,False,2,1,web_search,0.00015750000000003261,4.0,Not specified,41.5 °C
поиск,gpt-4o-mini,fresh-14,fresh,False,7,6,web_search,0.0007997999999999617,18.7,No information found.,Ciudad Rodrigo
поиск,gpt-4o-mini,fresh-15,fresh,True,5,4,web_search,0.0005998500000000129,46.3,Oleksandr Syrskyi,Oleksandr Syrskyi
поиск,gpt-4o-mini,fresh-16,fresh,True,2,1,web_search,0.00011205000000003018,11.8,Montreal Victoire,Montreal Victoire
поиск,gpt-4o-mini,fresh-17,fresh,False,5,4,web_search,0.0004126499999999589,15.8,No information available.,EOS-05
поиск,gpt-4o-mini,fresh-18,fresh,False,8,7,web_search,0.00200805000000015,25.4,6 ноября 2020 года,13 July
поиск,gpt-4o-mini,fresh-19,fresh,False,8,7,web_search,0.0017941499999999944,182.7,Disney Entertainment Television,Disney Kids & Family
поиск,gpt-4o-mini,fresh-20,fresh,True,2,1,web_search,0.00012165000000002868,4.8,Single-elimination tournament format.,single-elimination
поиск,gpt-4o-mini,fresh-21,fresh,False,8,7,web_search,0.0016821000000000197,41.1,информация недоступна.,Gavin Snider
поиск,gpt-4o-mini,fresh-22,fresh,False,5,4,web_search,0.0003722999999999921,20.0,Unknown,Clara and the Below
поиск,gpt-4o-mini,fresh-23,fresh,False,4,3,web_search,0.00024209999999996734,27.9,Information not found.,German Galushchenko
поиск,gpt-4o-mini,fresh-24,fresh,True,3,2,web_search,0.0003478500000000384,6.5,drought,a drought
поиск,gpt-4o-mini,fresh-25,fresh,True,2,1,web_search,0.00015329999999996735,13.0,Open war against Afghanistan,"""open war"""
поиск,gpt-4o-mini,fresh-26,fresh,False,4,3,web_search,0.0002431500000000253,143.1,No information found.,nine
поиск,gpt-4o-mini,fresh-27,fresh,True,7,6,web_search,0.0007771500000000042,277.5,Markus Hinterhäuser,Markus Hinterhäuser
поиск,gpt-4o-mini,fresh-28,fresh,False,2,1,web_search,9.899999999996023e-05,4.8,6,nine
поиск,gpt-4o-mini,fresh-29,fresh,False,3,2,web_search,0.00028290000000003035,14.4,46,43
поиск,gpt-4o-mini,fresh-30,fresh,False,3,2,web_search,0.00017580000000000373,7.1,информация о городе отсутствует,Ankara
поиск,gpt-4o-mini,fresh-31,fresh,False,4,3,web_search,0.0005140499999999881,26.9,Ädilet party,Aibek Dädebai
поиск,gpt-4o-mini,fresh-32,fresh,False,2,1,web_search,0.00012465000000000392,4.9,информация недоступна.,Richard Lewer
поиск,gpt-4o-mini,fresh-33,fresh,False,8,7,web_search,0.0014107500000000162,43.0,No relevant information found.,Marilyn Gladu
поиск,gpt-4o-mini,fresh-34,fresh,False,5,4,web_search,0.0005906999999999996,14.4,Unknown,6.3
поиск,gpt-4o-mini,fresh-35,fresh,False,4,3,web_search,0.0004946999999999591,15.0,Невозможно найти информацию,Dina Levačić
поиск,gpt-4o-mini,fresh-36,fresh,False,2,1,web_search,0.0001015500000000058,9.0,136,129
поиск,gpt-4o-mini,fresh-37,fresh,False,8,7,web_search,0.0012966000000000366,177.0,Неизвестно.,15 June
поиск,gpt-4o-mini,fresh-38,fresh,True,2,1,web_search,0.0001142999999999561,39.3,13th Chief Minister,Chief Minister
поиск,gpt-4o-mini,fresh-39,fresh,False,2,1,web_search,0.00012045000000004968,4.9,"Adamuz, Córdoba, Spain",Gelida
поиск,gpt-4o-mini,fresh-40,fresh,False,5,4,web_search,0.00040964999999998364,32.8,No information found.,Vladimir Alekseyev
поиск,gpt-4o-mini,fresh-41,fresh,False,7,6,web_search,0.0010719000000000145,23.2,Not found.,Thirty thousand people
поиск,gpt-4o-mini,fresh-42,fresh,False,8,7,web_search,0.001541249999999994,40.3,Неизвестно.,Prime Minister Narendra Modi
поиск,gpt-4o-mini,fresh-43,fresh,True,2,1,web_search,0.0001238999999999546,20.7,Zohran Mamdani,Zohran Mamdani
поиск,gpt-4o-mini,fresh-44,fresh,False,4,3,web_search,0.0002307000000000281,131.5,Unknown,LHS 1140 b
поиск,gpt-4o-mini,fresh-45,fresh,False,7,6,web_search,0.0006052500000000016,19.0,Информация отсутствует.,F-16 Fighting Falcon
поиск,gpt-4o-mini,fresh-46,fresh,True,3,2,web_search,0.00019259999999998723,10.2,5,five
поиск,gpt-4o-mini,fresh-47,fresh,False,2,1,web_search,0.00012780000000001124,30.2,Minister of Education,Education Minister
поиск,gpt-4o-mini,fresh-48,fresh,False,7,6,web_search,0.0008198999999999845,41.4,Information not found.,Mykhailo Fedorov
поиск,gpt-4o-mini,fresh-49,fresh,False,5,4,web_search,0.0004958999999999936,254.2,Information not found.,life imprisonment
поиск,gpt-4o-mini,fresh-50,fresh,False,7,6,web_search,0.0007765500000000425,30.9,"Мне не удалось найти информацию о штрафе, который был наложе","802,500 lira"
поиск,gpt-4o-mini,fresh-51,fresh,False,8,7,web_search,0.0013735500000000012,277.5,Бруно Фуше.,Bruno Foucher
поиск,gpt-4o-mini,fresh-52,fresh,False,4,3,web_search,0.00027959999999999097,20.7,Not found,5.2
поиск,gpt-4o-mini,fresh-53,fresh,False,6,5,web_search,0.00043124999999999414,179.9,Information not found.,Tonya McBride Robles
поиск,gpt-4o-mini,fresh-54,fresh,True,2,1,web_search,0.00010529999999997486,21.8,80,80
поиск,gpt-4o-mini,fresh-55,fresh,True,2,1,web_search,0.00010019999999999474,5.6,2,two
поиск,gpt-4o-mini,fresh-56,fresh,False,2,1,web_search,0.00016650000000001386,8.0,No data available on UK inflation rate in January 2026.,3%
поиск,gpt-4o-mini,fresh-57,fresh,False,8,7,web_search,0.0011491499999999877,294.5,Нет информации.,Yoon Suk Yeol
поиск,gpt-4o-mini,fresh-58,fresh,False,8,7,web_search,0.0016377000000000197,33.9,BYD,BYD Auto
поиск,gpt-4o-mini,fresh-59,fresh,False,8,7,web_search,0.002070599999999978,26.7,неизвестно,Carson Ting
поиск,gpt-4o-mini,fresh-60,fresh,False,2,1,web_search,0.0001075500000000118,6.0,No information available.,209
поиск,gpt-4o-mini,fresh-61,fresh,True,2,1,web_search,8.459999999999024e-05,7.3,14,Fourteen
поиск,gpt-4o-mini,fresh-62,fresh,False,3,2,web_search,0.0001476000000000255,8.5,Not available,13 years
поиск,gpt-4o-mini,fresh-63,fresh,False,4,3,web_search,0.00021765000000001367,30.3,Not available.,Two
поиск,gpt-4o-mini,fresh-64,fresh,False,8,7,web_search,0.0012505499999999614,42.2,информация недоступна,mayor of Lutsk
поиск,gpt-4o-mini,fresh-65,fresh,False,2,1,web_search,0.00012135000000002005,27.2,Not found.,16
поиск,gpt-4o-mini,fresh-66,fresh,False,7,6,web_search,0.0008848499999999926,28.4,No information available.,at least six
поиск,gpt-4o-mini,fresh-67,fresh,False,5,4,web_search,0.0003043500000000088,24.9,Н/A,Liam Nassereddine
поиск,gpt-4o-mini,fresh-68,fresh,True,6,5,web_search,0.0005155499999999757,34.8,Mark Carney,Mark Carney
поиск,gpt-4o-mini,fresh-69,fresh,True,2,1,web_search,0.00010229999999999961,4.8,"Leipzig, Germany",Leipzig
поиск,gpt-4o-mini,fresh-70,fresh,False,4,3,web_search,0.0002579999999996474,136.3,Нет информации о новом сервисе.,night train service
поиск,gpt-4o-mini,fresh-71,fresh,True,2,1,web_search,0.00012224999999999042,125.4,Nikita Solovyovat,Nikita Solovyov
поиск,gpt-4o-mini,fresh-72,fresh,True,2,1,web_search,0.00015330000000002286,4.8,Dharmendra Pradhan,Dharmendra Pradhan
поиск,gpt-4o-mini,fresh-73,fresh,False,4,3,web_search,0.00022649999999996284,149.6,Нет информации.,Han Hak-ja
поиск,gpt-4o-mini,fresh-74,fresh,True,2,1,web_search,9.975000000000955e-05,5.6,Daniel Ortega,Daniel Ortega
поиск,gpt-4o-mini,fresh-75,fresh,False,4,3,web_search,0.0005416500000000046,164.5,Информация не найдена.,Novokuznetsk
поиск,gpt-4o-mini,fresh-76,fresh,False,2,1,web_search,0.0001766999999999741,6.2,Life sentence for insurrection and other crimes.,life imprisonment
поиск,gpt-4o-mini,fresh-77,fresh,False,8,7,web_search,0.0010982999999999965,152.5,Результаты выборов неизвестны.,Carlos Vila Nova
поиск,gpt-4o-mini,fresh-78,fresh,False,4,3,web_search,0.0004996500000000181,140.4,Data not found.,13.2 months
поиск,gpt-4o-mini,fresh-79,fresh,False,8,7,web_search,0.0009167999999999954,52.1,неизвестно.,three
поиск,gpt-4o-mini,fresh-80,fresh,True,4,4,web_search,0.0005466000000000082,40.7,"UGC Equity Regulations, 2026","UGC Equity Regulations, 2026"
поиск,gpt-4o-mini,fresh-81,fresh,False,2,1,web_search,0.00012180000000000524,9.6,No data found.,8.15m
поиск,gpt-4o-mini,fresh-82,fresh,True,3,2,web_search,0.0001834499999999739,31.4,28,28 people
поиск,gpt-4o-mini,fresh-83,fresh,False,8,7,web_search,0.001417650000000048,38.7,IED (самодельное взрывное устройство).,improvised explosive device
поиск,gpt-4o-mini,fresh-84,fresh,False,6,5,web_search,0.00054974999999996,45.0,Not available,eight games
поиск,gpt-4o-mini,fresh-85,fresh,True,2,1,web_search,0.00015105000000004143,5.1,38.0 °C,38 °C
поиск,gpt-4o-mini,fresh-86,fresh,False,7,6,web_search,0.0007772999999999808,44.5,No data available,£30.4bn
поиск,gpt-4o-mini,fresh-87,fresh,False,4,3,web_search,0.0003434999999999966,33.1,Keiko Fujimori,José Jerí
поиск,gpt-4o-mini,fresh-88,fresh,False,6,5,web_search,0.0005329499999999765,145.7,No information available.,"Henoko, Okinawa Prefecture"
поиск,gpt-4o-mini,fresh-89,fresh,False,7,6,web_search,0.0009865500000000305,24.5,Неизвестно,Doug Armstrong
поиск,gpt-4o-mini,fresh-90,fresh,False,7,6,web_search,0.0009299999999999864,31.9,World Weather Attribution,Imperial College London
поиск,gpt-4o-mini,fresh-91,fresh,False,5,4,web_search,0.0003118500000000024,15.4,No data available.,"₹25,863 crore"
поиск,gpt-4o-mini,fresh-92,fresh,False,5,4,web_search,0.00028844999999999565,49.0,Неизвестно,Rubén Rocha Moya
поиск,gpt-4o-mini,fresh-93,fresh,True,2,1,web_search,0.0001416000000000195,7.5,Spain,Spain
поиск,gpt-4o-mini,fresh-94,fresh,False,2,1,web_search,0.00014639999999999098,132.3,Not mentioned,11th
поиск,gpt-4o-mini,fresh-95,fresh,True,2,1,web_search,0.00011729999999998686,5.0,India,India
поиск,gpt-4o-mini,fresh-96,fresh,True,2,3,web_search,0.00015809999999999436,9.3,"Istanbul, Turkey",Istanbul
поиск,gpt-4o-mini,fresh-97,fresh,True,2,1,web_search,0.00010589999999999211,5.7,"Citizens Bank Park in Philadelphia, Pennsylvania",Citizens Bank Park
поиск,gpt-4o-mini,fresh-98,fresh,False,3,2,web_search,0.0003519000000000161,26.7,No document signed.,Islamabad Memorandum
поиск,gpt-4o-mini,fresh-99,fresh,True,2,1,web_search,9.870000000000712e-05,16.5,Elon Musk,Elon Musk
поиск,gpt-4o-mini,fresh-100,fresh,True,2,1,web_search,0.00016094999999999304,124.5,252756,"252,756 miles"
поиск,gpt-4o-mini,fresh-101,fresh,True,8,7,web_search,0.0014758500000000008,46.2,10 days (initial ceasefire duration),10-day
поиск,gpt-4o-mini,fresh-102,fresh,False,4,3,web_search,0.0003766499999999784,137.5,Unknown,Oleksandr Dovhach
